Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Opioid Court Cases,Opioid Court Cases Description,Total Cases,Total Cases Description,Rate of Opioid Court Cases,Percentage of Opioid Court Cases,Percentage of Opioid Court Cases Description,Type of Rate,County_Code_Number,County_Code_Text,State_FIPS_Code,County_FIPS_Code,Latitude,Longitude,Georeferenced Latitude & Longitude
County,Fayette,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,37,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2588,Total number of annual court cases,14.3,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",26,26,42,051,39.919447803,-79.6518963464,POINT (-79.6518963464 39.919447803)
County,Blair,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,109,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2471,Total number of annual court cases,44.11,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",7,07,42,013,40.4855502384,-78.349076871,POINT (-78.349076871 40.4855502384)
County,Monroe,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,45,45,42,089,41.0609178653,-75.3408360302,POINT (-75.3408360302 41.0609178653)
County,Clarion,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,7,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,16,16,42,031,41.1927912877,-79.4248360769,POINT (-79.4248360769 41.1927912877)
County,Washington,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,12,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,63,63,42,125,40.1910966345,-80.2518008276,POINT (-80.2518008276 40.1910966345)
County,Union,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,60,60,42,119,40.9647313096,-77.0641580308,POINT (-77.0641580308 40.9647313096)
State,Commonwealth,All,30 to 34 years,2018,2018 Annual,1/1/2018-12/31/2018,484,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2729,Total opioid court cases where age is known,,17.7,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Lycoming,All,All (18+ years),2018,2018 Q4,10/1/2018-12/31/2018,13,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,41,41,42,081,41.3445979226,-77.069424568,POINT (-77.069424568 41.3445979226)
County,Somerset,All,All (18+ years),2018,2018 Q2,4/1/2018-6/30/2018,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,56,56,42,111,39.9714629901,-79.0310020611,POINT (-79.0310020611 39.9714629901)
State,Commonwealth,All,45 to 49 years,2017,2017 Q2,4/1/2017-6/30/2017,50,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,935,Total opioid court cases where age is known,,5.3,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,20 to 24 years,2017,2017 Q4,10/1/2017-12/31/2017,177,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,796,Total opioid court cases where age is known,,22.2,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
State,Commonwealth,All,25 to 29 years,2018,2018 Q2,4/1/2018-6/30/2018,162,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,738,Total opioid court cases where age is known,,22,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Lycoming,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,11,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,41,41,42,081,41.3445979226,-77.069424568,POINT (-77.069424568 41.3445979226)
County,Centre,All,All (18+ years),2016,2016 Q2,4/1/2016-6/30/2016,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,14,14,42,027,40.9193135008,-77.8250011212,POINT (-77.8250011212 40.9193135008)
County,Allegheny,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,430,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,15872,Total number of annual court cases,27.09,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",2,02,42,003,40.4673554298,-79.9861984282,POINT (-79.9861984282 40.4673554298)
State,Commonwealth,All,35 to 39 years,2018,2018 Annual,1/1/2018-12/31/2018,367,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,2729,Total opioid court cases where age is known,,13.4,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Berks,All,All (18+ years),2017,2017 Q2,4/1/2017-6/30/2017,41,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,6,06,42,011,40.4193963513,-75.9307732705,POINT (-75.93077327050001 40.4193963513)
State,Commonwealth,All,25 to 29 years,2016,2016 Q3,7/1/2016-9/30/2016,277,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1076,Total opioid court cases where age is known,,25.7,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Dauphin,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,55,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,22,22,42,043,40.4197463597,-76.7796056802,POINT (-76.7796056802 40.4197463597)
County,Clinton,All,All (18+ years),2016,2016 Annual,1/1/2016-12/31/2016,17,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,566,Total number of annual court cases,30.04,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",18,18,42,035,41.2328627374,-77.6428376046,POINT (-77.6428376046 41.2328627374)
County,Lawrence,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,5,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,37,37,42,073,40.9932503514,-80.3375411446,POINT (-80.3375411446 40.9932503514)
State,Commonwealth,All,25 to 29 years,2017,2017 Annual,1/1/2017-12/31/2017,826,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,3583,Total opioid court cases where age is known,,23.1,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
County,Montgomery,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,25,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,46,46,42,091,40.209898739,-75.3725200072,POINT (-75.3725200072 40.209898739)
County,Erie,All,All (18+ years),2018,2018 Annual,1/1/2018-12/31/2018,33,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,3170,Total number of annual court cases,10.41,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",25,25,42,049,41.9941378702,-80.0407591036,POINT (-80.0407591036 41.9941378702)
County,Franklin,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,6,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,28,28,42,055,39.9278619704,-77.7239884483,POINT (-77.7239884483 39.9278619704)
County,Northumberland,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,49,49,42,097,40.8515092572,-76.7118842273,POINT (-76.7118842273 40.8515092572)
County,Beaver,All,All (18+ years),2016,2016 Q1,1/1/2016-3/31/2016,26,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,4,04,42,007,40.6834924548,-80.3510735648,POINT (-80.3510735648 40.6834924548)
County,Jefferson,All,All (18+ years),2016,2016 Q3,7/1/2016-9/30/2016,11,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,33,33,42,065,41.1313909115,-79.0010181419,POINT (-79.0010181419 41.1313909115)
County,Carbon,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,14,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,1207,Total number of annual court cases,11.6,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",13,13,42,025,40.9193670081,-75.7110703866,POINT (-75.7110703866 40.9193670081)
County,Wyoming,All,All (18+ years),2016,2016 Q4,10/1/2016-12/31/2016,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,66,66,42,131,41.5189248803,-76.0181300338,POINT (-76.0181300338 41.5189248803)
County,Lancaster,All,All (18+ years),2017,2017 Q1,1/1/2017-3/31/2017,97,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,36,36,42,071,40.0459079619,-76.2513876838,POINT (-76.2513876838 40.0459079619)
County,Schuylkill,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,3,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,54,54,42,107,40.707512431,-76.223323851,POINT (-76.223323851 40.707512431000005)
County,Greene,All,All (18+ years),2018,2018 Q3,7/1/2018-9/30/2018,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,30,30,42,059,39.8548039342,-80.2294381655,POINT (-80.2294381655 39.8548039342)
County,Blair,All,All (18+ years),2017,2017 Q3,7/1/2017-9/30/2017,61,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,7,07,42,013,40.4855502384,-78.349076871,POINT (-78.349076871 40.4855502384)
County,Bradford,All,All (18+ years),2017,2017 Q4,10/1/2017-12/31/2017,1,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,8,08,42,015,41.7911781401,-76.5182562384,POINT (-76.5182562384 41.7911781401)
County,Blair,All,All (18+ years),2018,2018 Q1,1/1/2018-3/31/2018,62,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,,Total court cases are not available,,,Percent of total opioid cases are not available,Quarterly rates are not available,7,07,42,013,40.4855502384,-78.349076871,POINT (-78.349076871 40.4855502384)
County,Fulton,All,All (18+ years),2017,2017 Annual,1/1/2017-12/31/2017,2,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,187,Total number of annual court cases,10.7,,Percent of total opioid court cases not available,"Rate of opioid court cases per 1,000 total court cases",29,29,42,057,39.9248751086,-78.1148504535,POINT (-78.1148504535 39.9248751086)
State,Commonwealth,All,56+ years,2018,2018 Q4,10/1/2018-12/31/2018,13,Number of court cases with offense code 35 P.S. § 780-113(a)(30) and a specified opioid drug,576,Total opioid court cases where age is known,,2.3,Percent of total opioid cases for the time period,Rates by age are not available,0,00,42,000,39.346129,-75.167756,POINT (-75.167756 39.346129)
