County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude
Wyoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",66,66,42,131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Clearfield,49.47,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"No Emergency Department Identified in County.    Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Bradford,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",8,8,42,15,41.79117814,-76.51825624,POINT (-76.51825624 41.79117814)
Forest,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"No Emergency Department Identified in County.    Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",27,27,42,53,41.51357876,-79.23780995,POINT (-79.23780995 41.51357876)
Indiana,14.38,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",32,32,42,63,40.65295497,-79.09333493,POINT (-79.09333493 40.65295497)
Union,10.45,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",60,60,42,119,40.96473131,-77.06415803,POINT (-77.06415803 40.96473131)
Wyoming,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",66,66,42,131,41.51892488,-76.01813003,POINT (-76.01813003 41.51892488)
Centre,7.13,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"No Emergency Department Identified in County.    Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",12,12,42,23,41.43880265,-78.20916932,POINT (-78.20916932 41.43880265)
Dauphin,72.21,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",22,22,42,43,40.41974636,-76.77960568,POINT (-76.77960568 40.41974636)
Wayne,85.32,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",64,64,42,127,41.64969805,-75.3051535,POINT (-75.3051535 41.64969805)
Cumberland,6.65,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",21,21,42,41,40.16759839,-77.26866271,POINT (-77.26866271 40.16759839)
Westmoreland,12.36,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",65,65,42,129,40.310315,-79.47134118,POINT (-79.47134118 40.310315)
Centre,61.77,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Mifflin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Franklin,63.43,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",28,28,42,55,39.92786197,-77.72398845,POINT (-77.72398845 39.92786197)
Lancaster,11.76,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",36,36,42,71,40.04590796,-76.25138768,POINT (-76.25138768 40.04590796)
Juniata,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"No Emergency Department Identified in County.    Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",34,34,42,67,40.53433008,-77.405775,POINT (-77.405775 40.53433008)
Chester,14.52,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Less than 100% of Emergency Departments in the County are Under Surveillance.     Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",15,15,42,29,39.97487056,-75.75626498,POINT (-75.75626498 39.97487056)
Lehigh,18.27,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",39,39,42,77,40.61464794,-75.60099481,POINT (-75.60099481 40.61464794)
Fayette,11.04,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",26,26,42,51,39.9194478,-79.65189635,POINT (-79.65189635 39.9194478)
Venango,7.36,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",61,61,42,121,41.40341259,-79.76286561,POINT (-79.76286561 41.40341259)
Berks,65.73,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",6,6,42,11,40.41939635,-75.93077327,POINT (-75.93077327 40.41939635)
Centre,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",14,14,42,27,40.9193135,-77.82500112,POINT (-77.82500112 40.9193135)
Mifflin,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",44,44,42,87,40.61274928,-77.62003089,POINT (-77.62003089 40.61274928)
Clearfield,5.4,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",17,17,42,33,41.000429,-78.47558343,POINT (-78.47558343 41.000429)
Susquehanna,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",58,58,42,115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Lycoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",41,41,42,81,41.34459792,-77.06942457,POINT (-77.06942457 41.34459792)
Bedford,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",5,5,42,9,40.00737536,-78.49116474,POINT (-78.49116474 40.00737536)
Potter,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Not displayed when count is between 1 and 4. Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",53,53,42,105,41.74420644,-77.89879229,POINT (-77.89879229 41.74420644)
Susquehanna,34.98,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",58,58,42,115,41.8205686,-75.80250303,POINT (-75.80250303 41.8205686)
Warren,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2020 Q1,2020,01/01/2020,"Due to decreased ED visits during the coronavirus pandemic, Rates per 10,000 Visits have become difficult to interpret. Please refer to corresponding Rates per 10,000 Population data for monitoring trends.",62,62,42,123,41.81675237,-79.27858158,POINT (-79.27858158 41.81675237)
