Age Group,Gender,County Name,Rate,Type of Rate,Overdose Type,Time Measure,Year,Time Period,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
All Ages,All Genders,COLUMBIA,0.68,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,19,19,42,037,"(41.0491208559, -76.4100217975)"
All Ages,All Genders,MONTGOMERY,0.05,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,46,46,42,091,"(40.209898739, -75.3725200072)"
All Ages,All Genders,ELK,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,24,24,42,047,"(41.4281941606, -78.6494771322)"
15-24,All Genders,PENNSYLVANIA,1.28,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,PENNSYLVANIA,0.1,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,WESTMORELAND,1.11,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
All Ages,All Genders,LEHIGH,0.06,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,39,39,42,077,"(40.6146479416, -75.6009948118)"
All Ages,All Genders,JUNIATA,,Not Applicable,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,No Emergency Department Identified in County. ,34,34,42,067,"(40.5343300836, -77.405775001)"
All Ages,All Genders,ARMSTRONG,0.89,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,3,03,42,005,"(40.8150952555, -79.4731689893)"
All Ages,Male,PENNSYLVANIA,0.22,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,CLEARFIELD,,Suppressed/Not Displayed due to count between 1 and 122,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,17,17,42,033,"(41.0004290024, -78.4755834299)"
All Ages,All Genders,CLINTON,0,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,18,18,42,035,"(41.2328627374, -77.6428376046)"
All Ages,All Genders,HUNTINGDON,,Suppressed/Not Displayed due to count between 1 and 243,Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Not displayed when count is between 1 and 4.,31,31,42,061,"(40.4161050032, -77.9827661036)"
All Ages,All Genders,MONROE,,Suppressed/Not Displayed due to count between 1 and 334,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  Not displayed when count is between 1 and 4.,45,45,42,089,"(41.0609178653, -75.3408360302)"
All Ages,All Genders,BERKS,0.15,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,6,06,42,011,"(40.4193963513, -75.9307732705)"
All Ages,All Genders,BLAIR,0.13,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,7,07,42,013,"(40.4855502384, -78.349076871)"
35-44,All Genders,PENNSYLVANIA,0.32,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,SULLIVAN,,Not Applicable,Heroin Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,No Emergency Department Identified in County. ,57,57,42,113,"(41.4480993958, -76.5147922046)"
All Ages,All Genders,FAYETTE,0.27,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
All Ages,All Genders,WARREN,0.27,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,62,62,42,123,"(41.8167523652, -79.278581578)"
All Ages,All Genders,LAWRENCE,,Suppressed/Not Displayed due to count between 1 and 287,Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,Not displayed when count is between 1 and 4.,37,37,42,073,"(40.9932503514, -80.3375411446)"
All Ages,All Genders,SUSQUEHANNA,0.25,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,58,58,42,115,"(41.8205685982, -75.8025030296)"
All Ages,All Genders,SCHUYLKILL,0.54,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
All Ages,All Genders,PIKE,0.43,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,No Emergency Department Identified in County. ,52,52,42,103,"(41.332571995, -75.0327092448)"
All Ages,All Genders,PIKE,,Not Applicable,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,No Emergency Department Identified in County. ,52,52,42,103,"(41.332571995, -75.0327092448)"
All Ages,All Genders,WAYNE,,Suppressed/Not Displayed due to count between 1 and 499,Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Not displayed when count is between 1 and 4.,64,64,42,127,"(41.6496980525, -75.3051535022)"
55-64,All Genders,PENNSYLVANIA,0.04,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,LACKAWANNA,0.05,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
All Ages,All Genders,VENANGO,1.08,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,61,61,42,121,"(41.4034125863, -79.7628656104)"
All Ages,All Genders,MIFFLIN,0.42,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,44,44,42,087,"(40.6127492804, -77.6200308901)"
All Ages,All Genders,SUSQUEHANNA,,Suppressed/Not Displayed due to count between 1 and 434,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Not displayed when count is between 1 and 4.,58,58,42,115,"(41.8205685982, -75.8025030296)"
All Ages,All Genders,LEHIGH,0.12,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,39,39,42,077,"(40.6146479416, -75.6009948118)"
All Ages,All Genders,ELK,,Suppressed/Not Displayed due to count between 1 and 166,Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Not displayed when count is between 1 and 4.,24,24,42,047,"(41.4281941606, -78.6494771322)"
All Ages,All Genders,SNYDER,0.3,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,No Emergency Department Identified in County. ,55,55,42,109,"(40.7711373692, -77.0725596804)"
All Ages,All Genders,YORK,0.27,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,67,67,42,133,"(39.9219253124, -76.7257605231)"
All Ages,All Genders,WESTMORELAND,,Suppressed/Not Displayed due to count between 1 and 511,Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,Not displayed when count is between 1 and 4.,65,65,42,129,"(40.3103149985, -79.471341176)"
All Ages,All Genders,SULLIVAN,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,No Emergency Department Identified in County. ,57,57,42,113,"(41.4480993958, -76.5147922046)"
All Ages,All Genders,JUNIATA,,Not Applicable,Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,No Emergency Department Identified in County. ,34,34,42,067,"(40.5343300836, -77.405775001)"
All Ages,All Genders,JUNIATA,,Not Applicable,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,No Emergency Department Identified in County. ,34,34,42,067,"(40.5343300836, -77.405775001)"
All Ages,All Genders,BRADFORD,0,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,8,08,42,015,"(41.7911781401, -76.5182562384)"
All Ages,All Genders,WESTMORELAND,0.11,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
All Ages,All Genders,LEBANON,0.15,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,38,38,42,075,"(40.3675970024, -76.4618257486)"
All Ages,All Genders,MONTOUR,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,PENNSYLVANIA,0.17,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,CLINTON,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,18,18,42,035,"(41.2328627374, -77.6428376046)"
All Ages,All Genders,FAYETTE,0.91,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
All Ages,All Genders,TIOGA,0,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,59,59,42,117,"(41.7733383358, -77.2578807579)"
All Ages,All Genders,LAWRENCE,0.8,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
All Ages,All Genders,TIOGA,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,59,59,42,117,"(41.7733383358, -77.2578807579)"
All Ages,All Genders,NORTHAMPTON,0.13,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,48,48,42,095,"(40.754595404, -75.3126372576)"
All Ages,All Genders,ADAMS,0.07,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,1,01,42,001,"(39.8720956503, -77.2222427076)"
All Ages,All Genders,MCKEAN,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,42,42,42,083,"(41.810370736, -78.5712201998)"
All Ages,All Genders,CUMBERLAND,0.68,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
All Ages,All Genders,YORK,0.07,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,67,67,42,133,"(39.9219253124, -76.7257605231)"
All Ages,All Genders,FULTON,,Suppressed/Not Displayed due to count between 1 and 211,Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Not displayed when count is between 1 and 4.,29,29,42,057,"(39.9248751086, -78.1148504535)"
All Ages,All Genders,CAMBRIA,1.27,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
All Ages,All Genders,ARMSTRONG,0.24,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,3,03,42,005,"(40.8150952555, -79.4731689893)"
45-54,All Genders,PENNSYLVANIA,0.15,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,Male,PENNSYLVANIA,0.84,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,BERKS,0.09,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,6,06,42,011,"(40.4193963513, -75.9307732705)"
All Ages,All Genders,LEBANON,0.09,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,38,38,42,075,"(40.3675970024, -76.4618257486)"
35-44,All Genders,PENNSYLVANIA,1.21,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
All Ages,All Genders,WASHINGTON,1.05,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
All Ages,All Genders,FRANKLIN,,Suppressed/Not Displayed due to count between 1 and 185,Heroin Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
All Ages,All Genders,BUTLER,0.1,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,10,10,42,019,"(40.9108318483, -79.9171177889)"
All Ages,All Genders,HUNTINGDON,,Suppressed/Not Displayed due to count between 1 and 238,Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Not displayed when count is between 1 and 4.,31,31,42,061,"(40.4161050032, -77.9827661036)"
All Ages,All Genders,CUMBERLAND,0.07,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,21,21,42,041,"(40.167598388, -77.268662705)"
All Ages,All Genders,CAMBRIA,0.67,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
All Ages,All Genders,CLARION,,Suppressed/Not Displayed due to count between 1 and 106,Any Opioid Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
All Ages,All Genders,CARBON,0.25,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,,13,13,42,025,"(40.9193670081, -75.7110703866)"
All Ages,All Genders,PIKE,0.45,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q3,07/01/2016,No Emergency Department Identified in County. ,52,52,42,103,"(41.332571995, -75.0327092448)"
All Ages,All Genders,MONTOUR,0.71,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2018,2018 Q1,01/01/2018,,47,47,42,093,"(41.0280182438, -76.6647052668)"
All Ages,All Genders,MERCER,1.36,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
All Ages,All Genders,WASHINGTON,0.34,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,,63,63,42,125,"(40.1910966345, -80.2518008276)"
All Ages,All Genders,LAWRENCE,0.86,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q4,10/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
All Ages,All Genders,CHESTER,0.07,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,15,15,42,029,"(39.9748705566, -75.7562649818)"
All Ages,All Genders,LYCOMING,0,Percent of Emergency Department Visits Related to Overdose,Heroin Overdose,Quarterly Rates,2017,2017 Q1,01/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
All Ages,All Genders,BLAIR,0.7,Percent of Emergency Department Visits Related to Overdose,Any Drug Overdose,Quarterly Rates,2017,2017 Q2,04/01/2017,,7,07,42,013,"(40.4855502384, -78.349076871)"
All Ages,All Genders,CLEARFIELD,0,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,17,17,42,033,"(41.0004290024, -78.4755834299)"
All Ages,All Genders,INDIANA,0.07,Percent of Emergency Department Visits Related to Overdose,Any Opioid Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,,32,32,42,063,"(40.6529549748, -79.0933349286)"
All Ages,All Genders,BEDFORD,,Suppressed/Not Displayed due to count between 1 and 41,Any Opioid Overdose,Quarterly Rates,2017,2017 Q3,07/01/2017,Not displayed when count is between 1 and 4.,5,05,42,009,"(40.0073753643, -78.4911647381)"
All Ages,All Genders,CHESTER,0.33,"Rate of Emergency Department Visits Related to Overdose per 1,000 Population",Any Drug Overdose,Quarterly Rates,2016,2016 Q4,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.  ,15,15,42,029,"(39.9748705566, -75.7562649818)"
